STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_VALUE,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEX,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2005,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.63395023345947,A,Annual,Mexico,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDA,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2005,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,7.16270017623901,A,Annual,Moldova,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MOZ,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2005,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.85834002494812,A,Annual,Mozambique,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NPL,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2005,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.3646399974823,A,Annual,Nepal,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2005,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,5.08871984481812,A,Annual,Netherlands,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COL,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2000,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.5112099647522,A,Annual,Colombia,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CRI,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2000,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.66695022583008,A,Annual,Costa Rica,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CIV,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2000,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,2.40031003952026,A,Annual,Côte d’Ivoire,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CUB,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2000,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,7.70481014251709,A,Annual,Cuba,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2000,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.98954010009766,A,Annual,Cyprus,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2000,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.61999011039734,A,Annual,Czechia,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ERI,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2004,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.14896988868713,A,Annual,Eritrea,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EST,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2004,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.87566995620728,A,Annual,Estonia,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWZ,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2004,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,5.40160989761353,A,Annual,Eswatini,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FJI,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2004,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,6.20915985107422,A,Annual,Fiji,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,FIN,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2004,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,6.15823984146118,A,Annual,Finland,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GMB,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2004,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,0.622470021247864,A,Annual,"Gambia, The","Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2004,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,2.91420006752014,A,Annual,Georgia,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVK,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.52339005470276,A,Annual,Slovak Republic,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVN,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,5.13438987731934,A,Annual,Slovenia,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLB,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,6.89515018463135,A,Annual,Solomon Islands,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.37424993515015,A,Annual,South Africa,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ESP,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.51629018783569,A,Annual,Spain,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCA,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.48353004455566,A,Annual,St. Lucia,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SDN,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2008,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,1.85150003433227,A,Annual,Sudan,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NOR,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,8.3728199005127,A,Annual,Norway,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OMN,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,6.87768983840942,A,Annual,Oman,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAK,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,2.05718240718423,A,Annual,Pakistan,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PLW,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.47118076238812,A,Annual,Palau,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PAN,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.30487012863159,A,Annual,Panama,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PNG,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,0.898018542083257,A,Annual,Papua New Guinea,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRY,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.93615007400513,A,Annual,Paraguay,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.25937986373901,A,Annual,Peru,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PHL,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2020,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.85829051308063,A,Annual,Philippines,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CZE,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2021,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.65163993835449,A,Annual,Czechia,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DNK,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2021,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,6.95915985107422,A,Annual,Denmark,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DMA,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2021,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,5.71689183034862,A,Annual,Dominica,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DOM,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2021,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.58043271614957,A,Annual,Dominican Republic,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECU,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2021,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.64776992797852,A,Annual,Ecuador,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLV,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2021,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.57766008377075,A,Annual,El Salvador,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EST,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2021,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,5.21514987945557,A,Annual,Estonia,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWZ,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2021,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,5.28714899285221,A,Annual,Eswatini,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KNA,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.1938099861145,A,Annual,St. Kitts and Nevis,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VCT,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,5.43937015533447,A,Annual,St. Vincent and the Grenadines,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SWE,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,6.1867299079895,A,Annual,Sweden,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHE,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.58395004272461,A,Annual,Switzerland,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYR,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.86470985412598,A,Annual,Syrian Arab Republic,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TJK,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,3.41326999664307,A,Annual,Tajikistan,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TZA,WB_WDI_SE_XPD_TOTL_GD_ZS,_T,_T,_T,PT_GDP,_Z,_Z,_Z,2007,_Z,RATIO,2,WB_WDI,P1Y,"Government expenditure on education, total (% of GDP)",0,WB_WDI,PU,4.03342008590698,A,Annual,Tanzania,"Government expenditure on education, total (% of GDP)",Total,All age ranges or no breakdown by age,Total,Percentage of GDP,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public
